Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,LTXNKNQL38N9TQ82,Z4SX2PBBNJHKGK82,collection-5oGRnKZobPaoKiBWxQ9TdN-17NJjkURU1exSFQOj8DWb3,X524MKB28WK7C782,<auto>,,,2024-03-03 17:08:39,PST,collection-5oGRnKZobPaoKiBWxQ9TdN-17NJjkURU1exSFQOj8DWb3,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,J84RMKB28WK7C782,BBGWCLX43RRXGN82,collection-6WJYZM65Uta2YZN4Vt23ib-4WDpyZXrQcYuHZp3xKA3cP,TG8SJKB28WK7C782,<auto>,,,2024-03-03 17:08:39,PST,collection-6WJYZM65Uta2YZN4Vt23ib-4WDpyZXrQcYuHZp3xKA3cP,USD,4.23,PendingCredit,USD,4.23,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,FJK4PNQL38N9TQ82,ZB2WTXW355BLNK82,collection-1FJVenOnid0b4JiQsVCTyq-2MM2msqYCRT1817mfhYWen,CNMNNKB28WK7C782,<auto>,,,2024-03-03 17:08:54,PST,collection-1FJVenOnid0b4JiQsVCTyq-2MM2msqYCRT1817mfhYWen,USD,7.45,PendingCredit,USD,7.45,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,KM9JSNQL38N9TQ82,JCFWKCG8SQHG5S82,collection-5oGRnKZobPaoKiBWxQ9TdN-691KQgU0Qqi7wEHs6lgEOm,N9DRSKB28WK7C782,<auto>,,,2024-03-03 17:09:09,PST,collection-5oGRnKZobPaoKiBWxQ9TdN-691KQgU0Qqi7wEHs6lgEOm,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,TM9JSNQL38N9TQ82,NH6DLCG8SQHG5S82,collection-5fvBe3V5IsAHPdVCTSlVUj-4YeHnION1EvlEn4J32o02n,LBDRSKB28WK7C782,<auto>,,,2024-03-03 17:09:09,PST,collection-5fvBe3V5IsAHPdVCTSlVUj-4YeHnION1EvlEn4J32o02n,USD,0.42,PendingCredit,USD,0.42,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,QD622LB28WK7C782,W7KR6ZW355BLNK82,collection-2ZXyXHSgePgydYYVHDxZF2-014DAHDBImZ0jlyWczF1L9,ZMJ9WKB28WK7C782,<auto>,,,2024-03-03 17:09:24,PST,collection-2ZXyXHSgePgydYYVHDxZF2-014DAHDBImZ0jlyWczF1L9,USD,3.63,PendingCredit,USD,3.63,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,BF622LB28WK7C782,Q8PNFPBBNJHKGK82,collection-1yaPzJSzz8oHoNeeNJVBST-1xWUPnVd2arYHillvsuFOM,L2M4ZKB28WK7C782,<auto>,,,2024-03-03 17:09:24,PST,collection-1yaPzJSzz8oHoNeeNJVBST-1xWUPnVd2arYHillvsuFOM,USD,125.00,PendingCredit,USD,125.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,V5SF5LB28WK7C782,SG5X4CCCL6ZW8N82,collection-2ZXyXHSgePgydYYVHDxZF2-1MYJe391BiumrrRJCyfORQ,ZPDD3LB28WK7C782,<auto>,,,2024-03-03 17:09:39,PST,collection-2ZXyXHSgePgydYYVHDxZF2-1MYJe391BiumrrRJCyfORQ,USD,3.21,PendingCredit,USD,3.21,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,TVNZ6PQL38N9TQ82,PNPC8CCCL6ZW8N82,collection-5fvBe3V5IsAHPdVCTSlVUj-1b2AVsAEccHeeV8BWOeFRB,NTLK6LB28WK7C782,<auto>,,,2024-03-03 17:09:55,PST,collection-5fvBe3V5IsAHPdVCTSlVUj-1b2AVsAEccHeeV8BWOeFRB,USD,14.22,PendingCredit,USD,14.22,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8517095145991204,,disbursement-5IetBVFFYJwPDC6fPAIw54-6Sv149T1Ez3XLXP9BsUNdA,,,,,2024-03-03 17:10:00,PST,Transfer from the account 141562167 to the account 8617095145904461,USD,-12.33,FundTransfer,USD,0.00,-12.33,,,,,,,,,,
AffiniPayLLC,5IetBVFFYJwPDC6fPAIw54-49BAy5fvhKifRAdu9aJX9g,8617095145904461,8517095145991204,,disbursement-5IetBVFFYJwPDC6fPAIw54-6Sv149T1Ez3XLXP9BsUNdA,,,,,2024-03-03 17:10:00,PST,Transfer from the account 141562167 to the account 8617095145904461,USD,12.33,FundTransfer,USD,0.00,12.33,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,FP9FBPQL38N9TQ82,X5B2W8MTXZ95HW65,collection-1ZLCoo1DL1Uv0dDU8qAvS4-3G8d8tytJ9hYfvFgho9iIr,ZNKJ9LB28WK7C782,<auto>,,,2024-03-03 17:10:10,PST,collection-1ZLCoo1DL1Uv0dDU8qAvS4-3G8d8tytJ9hYfvFgho9iIr,USD,2.00,PendingCredit,USD,2.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,JGL8KPQL38N9TQ82,CCC92949PKHL5QT5,collection-6N9aYP1dfmlaQu0J65GseR-7dG67zpiH0JBFrqcJL5Y6W,KTPMLLB28WK7C782,<auto>,,,2024-03-03 17:10:40,PST,collection-6N9aYP1dfmlaQu0J65GseR-7dG67zpiH0JBFrqcJL5Y6W,USD,20.00,PendingCredit,USD,20.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095146496093,,disbursement-34ED9FSYz3muxsDFFmm7Hz-1SZv0rl5DOidHfJwmrRbeR,,,,,2024-03-03 17:10:50,PST,Transfer from the account 141562167 to the account 8617095146360085,USD,-2.43,FundTransfer,USD,0.00,-2.43,,,,,,,,,,
AffiniPayLLC,34ED9FSYz3muxsDFFmm7Hz-441LvKMcCRH5sUKuqCwn3k,8617095146360085,8817095146496093,,disbursement-34ED9FSYz3muxsDFFmm7Hz-1SZv0rl5DOidHfJwmrRbeR,,,,,2024-03-03 17:10:50,PST,Transfer from the account 141562167 to the account 8617095146360085,USD,2.43,FundTransfer,USD,0.00,2.43,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8517095146699301,,disbursement-5X5uQZLoZW9TCPVIdz1MCR-5GGBSMxhRmWajpXnpKw55J,,,,,2024-03-03 17:11:10,PST,Transfer from the account 141562167 to the account 8517095146406855,USD,-0.43,FundTransfer,USD,0.00,-0.43,,,,,,,,,,
AffiniPayLLC,5X5uQZLoZW9TCPVIdz1MCR-3qtB9OiGYtLdZhd3o7V6cL,8517095146406855,8517095146699301,,disbursement-5X5uQZLoZW9TCPVIdz1MCR-5GGBSMxhRmWajpXnpKw55J,,,,,2024-03-03 17:11:10,PST,Transfer from the account 141562167 to the account 8517095146406855,USD,0.43,FundTransfer,USD,0.00,0.43,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095147133200,,disbursement-72n51j5q5pTtgGR8Uzkyjz-6UlsChsim2SGrHUauVtTcH,,,,,2024-03-03 17:11:53,PST,Transfer from the account 141562167 to the account 8517095147006985,USD,-4.36,FundTransfer,USD,0.00,-4.36,,,,,,,,,,
AffiniPayLLC,72n51j5q5pTtgGR8Uzkyjz-5HFi4wesLNxVQCdxsJWzgB,8517095147006985,8617095147133200,,disbursement-72n51j5q5pTtgGR8Uzkyjz-6UlsChsim2SGrHUauVtTcH,,,,,2024-03-03 17:11:53,PST,Transfer from the account 141562167 to the account 8517095147006985,USD,4.36,FundTransfer,USD,0.00,4.36,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095147364399,,disbursement-270nsTN8Aw4toCqAhVzKEq-6OSKXM8W0lvc2sIP70dQOO,,,,,2024-03-03 17:12:17,PST,Transfer from the account 141562167 to the account 8817095147042235,USD,-33.14,FundTransfer,USD,0.00,-33.14,,,,,,,,,,
AffiniPayLLC,270nsTN8Aw4toCqAhVzKEq-1iRoLvIAnqeve0V3xuQ1IY,8817095147042235,8817095147364399,,disbursement-270nsTN8Aw4toCqAhVzKEq-6OSKXM8W0lvc2sIP70dQOO,,,,,2024-03-03 17:12:17,PST,Transfer from the account 141562167 to the account 8817095147042235,USD,33.14,FundTransfer,USD,0.00,33.14,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095147642937,,disbursement-72n51j5q5pTtgGR8Uzkyjz-7IwHSHr6dHS96IyeZsLFSO,,,,,2024-03-03 17:12:45,PST,Transfer from the account 141562167 to the account 8517095147006985,USD,-0.43,FundTransfer,USD,0.00,-0.43,,,,,,,,,,
AffiniPayLLC,72n51j5q5pTtgGR8Uzkyjz-5HFi4wesLNxVQCdxsJWzgB,8517095147006985,8617095147642937,,disbursement-72n51j5q5pTtgGR8Uzkyjz-7IwHSHr6dHS96IyeZsLFSO,,,,,2024-03-03 17:12:45,PST,Transfer from the account 141562167 to the account 8517095147006985,USD,0.43,FundTransfer,USD,0.00,0.43,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8817095147995812,,disbursement-270nsTN8Aw4toCqAhVzKEq-4GfbLTsCVeArRpw4CQ2LXa,,,,,2024-03-03 17:13:21,PST,Transfer from the account 141562167 to the account 8817095147042235,USD,-8.75,FundTransfer,USD,0.00,-8.75,,,,,,,,,,
AffiniPayLLC,270nsTN8Aw4toCqAhVzKEq-1iRoLvIAnqeve0V3xuQ1IY,8817095147042235,8817095147995812,,disbursement-270nsTN8Aw4toCqAhVzKEq-4GfbLTsCVeArRpw4CQ2LXa,,,,,2024-03-03 17:13:21,PST,Transfer from the account 141562167 to the account 8817095147042235,USD,8.75,FundTransfer,USD,0.00,8.75,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,LTX2XQB28WK7C782,B4BG3DF3KT84QM65,collection-2PlX1jmdN5PnC3bg3lhY1S-2wjp0jByAoyQgbxh4aWs4h,NJ3WVQB28WK7C782,<auto>,,,2024-03-03 17:19:30,PST,collection-2PlX1jmdN5PnC3bg3lhY1S-2wjp0jByAoyQgbxh4aWs4h,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,WFLJ7VQL38N9TQ82,TR33JPSPHRQWFL65,2Ao0G1UsdK0wZAhlIwORza-3nGU7lb6HTD4bYrVxJbW2e-5bSG4EVEEcW9vHqpTarDbH,C7LK9RFBWCW7C782,<auto>,,,2024-03-03 17:20:12,PST,Payment with empty split data - Payment with empty split data,USD,-55.48,PendingDebit,USD,-55.48,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,M5W9BRB28WK7C782,C7W2GPPFSBFWFL65,collection-2FZV2DaflxoTt5sMqQ5rqH-2ta0PAOqJhTpMQjkCXMPX2,P3FD9RB28WK7C782,<auto>,,,2024-03-03 17:20:15,PST,collection-2FZV2DaflxoTt5sMqQ5rqH-2ta0PAOqJhTpMQjkCXMPX2,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,LTF9HVQL38N9TQ82,VK7TDL8CZX6SKK65,collection-38k1Fvf7kHgiYj8qYW6LuC-64L1iEowTZ7BiKt8d0wEzu,S6B6GRB28WK7C782,<auto>,,,2024-03-03 17:20:46,PST,collection-38k1Fvf7kHgiYj8qYW6LuC-64L1iEowTZ7BiKt8d0wEzu,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,NJ2PLVQL38N9TQ82,H3FVHSX43RRXGN82,collection-2Ao0G1UsdK0wZAhlIwORza-4UfYYeHlyzGxDFmIlvev3Z,JN64NRB28WK7C782,<auto>,,,2024-03-03 17:21:01,PST,collection-2Ao0G1UsdK0wZAhlIwORza-4UfYYeHlyzGxDFmIlvev3Z,USD,55.48,PendingCredit,USD,55.48,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,LJX6SRB28WK7C782,LZ5VSDF3KT84QM65,collection-0pNHOz7rSQ9r6mM3leWVqD-02thSTcASlK0c8E3NaACk0,DPBLQRB28WK7C782,<auto>,,,2024-03-03 17:21:16,PST,collection-0pNHOz7rSQ9r6mM3leWVqD-02thSTcASlK0c8E3NaACk0,USD,1001.00,PendingCredit,USD,1001.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,FSN83SB28WK7C782,B94JVL8CZX6SKK65,collection-7CO2oQjsu7Vwyot7twglhV-4eP7z0pCRHlb2AHLtLAgIS,DZMLWRB28WK7C782,<auto>,,,2024-03-03 17:21:47,PST,collection-7CO2oQjsu7Vwyot7twglhV-4eP7z0pCRHlb2AHLtLAgIS,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XGRZ7WQL38N9TQ82,B3BBH7X355BLNK82,collection-42ci2ujT1vFQXieWUxWMMi-3LAnrg721ayDSy4DOoyQw1,GCVD9SB28WK7C782,<auto>,,,2024-03-03 17:22:17,PST,collection-42ci2ujT1vFQXieWUxWMMi-3LAnrg721ayDSy4DOoyQw1,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,K4CWJSB28WK7C782,FZD9HP2TZF35XM65,collection-31o9c86Akn1OulQuD5a7LT-6m162Ir5bDTR3qgbF7tsZM,FKRZHSB28WK7C782,<auto>,,,2024-03-03 17:22:47,PST,collection-31o9c86Akn1OulQuD5a7LT-6m162Ir5bDTR3qgbF7tsZM,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,BRMDWSB28WK7C782,WPG22RPFSBFWFL65,collection-5hQjnmCWsHCJrtUByrPpQ6-51zqdXUHzbGsMv5yK2ZoP3,BV9CTSB28WK7C782,<auto>,,,2024-03-03 17:23:33,PST,collection-5hQjnmCWsHCJrtUByrPpQ6-51zqdXUHzbGsMv5yK2ZoP3,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,C4DG6TB28WK7C782,VWKM7GFNVN5SMRT5,collection-3KXdyZjh4dwMi0h05olzDk-25wNDVGISUx89gYLOXajww,ZG545TB28WK7C782,<auto>,,,2024-03-03 17:24:04,PST,collection-3KXdyZjh4dwMi0h05olzDk-25wNDVGISUx89gYLOXajww,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,PH62JTB28WK7C782,LN4QTV65ZHJQ7RT5,collection-53dSuGarjJOizrku6zVL57-5DOK00Cwe0XHrQug52h5I1,T54JFTB28WK7C782,<auto>,,,2024-03-03 17:24:46,PST,collection-53dSuGarjJOizrku6zVL57-5DOK00Cwe0XHrQug52h5I1,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HD3LKXQL38N9TQ82,F6R29V3MF45JFH65,collection-0VULcEcpSoOjiT90OqX44M-1EaY0f45qm2mWpjSssuF1T,V5HDKTB28WK7C782,<auto>,,,2024-03-03 17:25:02,PST,collection-0VULcEcpSoOjiT90OqX44M-1EaY0f45qm2mWpjSssuF1T,USD,654.00,PendingCredit,USD,654.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XD9NMTB28WK7C782,SWHTD2N7STQT3ST5,collection-6oFOyo8yjYU9wOcs8lwYCy-3kg9Fxg8gCXpJPmzH572Gp,Z54ZLTB28WK7C782,<auto>,,,2024-03-03 17:25:02,PST,collection-6oFOyo8yjYU9wOcs8lwYCy-3kg9Fxg8gCXpJPmzH572Gp,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,TJLHVTB28WK7C782,FRSL8J49PKHL5QT5,collection-4249i9HCkWtu65isfgENRx-5syuWt98xzZuthGof8G4H2,PPDSTTB28WK7C782,<auto>,,,2024-03-03 17:25:32,PST,collection-4249i9HCkWtu65isfgENRx-5syuWt98xzZuthGof8G4H2,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,MNNZXTB28WK7C782,ZN6NZVFLCZSKGK82,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-73ZrSOQY93T10iBgWePAis,NXC3MV3FQ75ZGN82,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-73ZrSOQY93T10iBgWePAis-capture,,,2024-03-03 17:25:43,PST,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-73ZrSOQY93T10iBgWePAis-capture,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,ZS5C2ZQL38N9TQ82,ZN6NZVFLCZSKGK82,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-73ZrSOQY93T10iBgWePAis,F3RC493DSKMLNK82,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-1Ka0NJjUmx5vzYxjwPfu0W,,,2024-03-03 17:25:58,PST,1dSN2Z7slUClGgICuUn4q7-4AC2ULZO8Ny3GjcQFTnqsD-1Ka0NJjUmx5vzYxjwPfu0W,USD,-1.00,PendingDebit,USD,-1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XDN83ZQL38N9TQ82,WPZ2S6LVHCLZNN82,collection-0wnAwC1SmJ1gq3hK6eXUe4-7YPllNLKVGhQRE5WGhbHfG,JRFF4VB28WK7C782,<auto>,,,2024-03-03 17:26:02,PST,collection-0wnAwC1SmJ1gq3hK6eXUe4-7YPllNLKVGhQRE5WGhbHfG,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HFLDDVB28WK7C782,N6SBJHFNVN5SMRT5,collection-4vtiFLxbxkKKRQBj2KCKkr-0BckgQc4v8YzsWcH1NYfR6,F5F2CVB28WK7C782,<auto>,,,2024-03-03 17:26:33,PST,collection-4vtiFLxbxkKKRQBj2KCKkr-0BckgQc4v8YzsWcH1NYfR6,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,ZDNMQVB28WK7C782,CVHZ4K49PKHL5QT5,collection-7CIkrUndKOSO2e0hRgMxQJ-53b0YNu0n7Q1up1GikfIC8,SDPHPVB28WK7C782,<auto>,,,2024-03-03 17:27:18,PST,collection-7CIkrUndKOSO2e0hRgMxQJ-53b0YNu0n7Q1up1GikfIC8,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,RJ4MWZQL38N9TQ82,ZTVSCK49PKHL5QT5,collection-7Icld9G1HZWk9jjUJj2uCE-6BgWVOnnokautEwtvvwMxv,T82CXVB28WK7C782,<auto>,,,2024-03-03 17:27:49,PST,collection-7Icld9G1HZWk9jjUJj2uCE-6BgWVOnnokautEwtvvwMxv,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,KQHCN2RL38N9TQ82,FHTHRTPFSBFWFL65,collection-7lYnFX30GJ48Pkjbmggjp8-7Gv3s7CbDYVg7ugrTYpnsR,FSC8MWB28WK7C782,<auto>,,,2024-03-03 17:29:20,PST,collection-7lYnFX30GJ48Pkjbmggjp8-7Gv3s7CbDYVg7ugrTYpnsR,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,HT9TTWB28WK7C782,QJ6WBLMTXZ95HW65,collection-6rJO2Sixoswxzk5Pcmti5k-6Q60hgMOcRF7SP2yNpqgH1,FFDPSWB28WK7C782,<auto>,,,2024-03-03 17:29:35,PST,collection-6rJO2Sixoswxzk5Pcmti5k-6Q60hgMOcRF7SP2yNpqgH1,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,QW6FW2RL38N9TQ82,WTFRZJF3KT84QM65,collection-4R3P9Du0U7hMKkBBfBAeK5-5RmrX7YdY16graD5br5rXZ,X2ZLTWB28WK7C782,<auto>,,,2024-03-03 17:29:51,PST,collection-4R3P9Du0U7hMKkBBfBAeK5-5RmrX7YdY16graD5br5rXZ,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,SHZV4XB28WK7C782,FDC7LLMTXZ95HW65,collection-0SVsKIwFRrRIUsmYcyMEBJ-0n9tlTiKX2RaqCpD6dXICp,B3QJ3XB28WK7C782,<auto>,,,2024-03-03 17:30:06,PST,collection-0SVsKIwFRrRIUsmYcyMEBJ-0n9tlTiKX2RaqCpD6dXICp,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,N5H863RL38N9TQ82,SVBFVX3MF45JFH65,collection-0ogYpHHZ9DT5aFoQCRt2oO-00b3QUq59YHzCceNjzJwcv,L78G4XB28WK7C782,<auto>,,,2024-03-03 17:30:21,PST,collection-0ogYpHHZ9DT5aFoQCRt2oO-00b3QUq59YHzCceNjzJwcv,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,SPR3F3RL38N9TQ82,T3QRHVPFSBFWFL65,collection-1gB1KtP5RsvUPXVRGJWQzc-3D4zBtJ1PTFEBhxoIzMI5C,P5L9CXB28WK7C782,<auto>,,,2024-03-03 17:30:51,PST,collection-1gB1KtP5RsvUPXVRGJWQzc-3D4zBtJ1PTFEBhxoIzMI5C,USD,1.00,PendingCredit,USD,1.00,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,ZMHHJ3RL38N9TQ82,XNKLPKF3KT84QM65,collection-6FSTCvWqfGheqUQJFDY1va-4QJHdi65Kp0KFnvGhUaNSW,XDKVKXB28WK7C782,<auto>,,,2024-03-03 17:31:06,PST,collection-6FSTCvWqfGheqUQJFDY1va-4QJHdi65Kp0KFnvGhUaNSW,USD,42.35,PendingCredit,USD,42.35,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095158770312,,disbursement-6FSTCvWqfGheqUQJFDY1va-1vUNSYpLfGVJVUdEQlsvAu,,,,,2024-03-03 17:31:18,PST,Transfer from the account 141562167 to the account 8517095158345967,USD,-42.35,FundTransfer,USD,0.00,-42.35,,,,,,,,,,
AffiniPayLLC,6FSTCvWqfGheqUQJFDY1va-5Gc7ZGtkqjfn6ds5xvTmxx,8517095158345967,8617095158770312,,disbursement-6FSTCvWqfGheqUQJFDY1va-1vUNSYpLfGVJVUdEQlsvAu,,,,,2024-03-03 17:31:18,PST,Transfer from the account 141562167 to the account 8517095158345967,USD,42.35,FundTransfer,USD,0.00,42.35,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095159273217,,disbursement-5S3waMD61T7v5U3qSQIbil-00txd7EXLTGBlzoovNrSZh,,,,,2024-03-03 17:32:07,PST,Transfer from the account 141562167 to the account 8617095159172807,USD,-1.00,FundTransfer,USD,0.00,-1.00,,,,,,,,,,
AffiniPayLLC,5S3waMD61T7v5U3qSQIbil-4eMNyKWLOmPkQB70AWRDhZ,8617095159172807,8617095159273217,,disbursement-5S3waMD61T7v5U3qSQIbil-00txd7EXLTGBlzoovNrSZh,,,,,2024-03-03 17:32:07,PST,Transfer from the account 141562167 to the account 8617095159172807,USD,1.00,FundTransfer,USD,0.00,1.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,VT7S54RL38N9TQ82,MLNK9LFNVN5SMRT5,collection-4xKSW23UTMtQ0olCu52NeE-3WXDkq6f9q8xDmznF8Q3a1,QKHW4ZB28WK7C782,<auto>,,,2024-03-03 17:32:22,PST,collection-4xKSW23UTMtQ0olCu52NeE-3WXDkq6f9q8xDmznF8Q3a1,USD,42.35,PendingCredit,USD,42.35,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,KZCV7ZB28WK7C782,Z259K4CBNJHKGK82,collection-0Upq9Xc3uvIEDEi30qE8mx-5yxlWvaiCBowov3oTZvat8,TVC36ZB28WK7C782,<auto>,,,2024-03-03 17:32:22,PST,collection-0Upq9Xc3uvIEDEi30qE8mx-5yxlWvaiCBowov3oTZvat8,USD,5.55,PendingCredit,USD,5.55,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095159441384,,disbursement-4xKSW23UTMtQ0olCu52NeE-28XirdC6Q9BBBTwxLnkGt4,,,,,2024-03-03 17:32:25,PST,Transfer from the account 141562167 to the account 8517095158968552,USD,-42.35,FundTransfer,USD,0.00,-42.35,,,,,,,,,,
AffiniPayLLC,4xKSW23UTMtQ0olCu52NeE-5QiarvqVUvKNCExJ9ZUvWA,8517095158968552,8617095159441384,,disbursement-4xKSW23UTMtQ0olCu52NeE-28XirdC6Q9BBBTwxLnkGt4,,,,,2024-03-03 17:32:25,PST,Transfer from the account 141562167 to the account 8517095158968552,USD,42.35,FundTransfer,USD,0.00,42.35,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XC7G94RL38N9TQ82,PS7WN4CBNJHKGK82,collection-1Cj3dd73dgwG9625FkhBoA-1MBccenF0oWZ1LhJ7MkuxI,W42H9ZB28WK7C782,<auto>,,,2024-03-03 17:32:38,PST,collection-1Cj3dd73dgwG9625FkhBoA-1MBccenF0oWZ1LhJ7MkuxI,USD,1.23,PendingCredit,USD,1.23,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,XXH9J4RL38N9TQ82,T3LWT4CBNJHKGK82,collection-25F4r4C1SodpMluAZm8T6a-2HHxZPBIhc6iDTBqcSiF1m,V424JZB28WK7C782,<auto>,,,2024-03-03 17:33:08,PST,collection-25F4r4C1SodpMluAZm8T6a-2HHxZPBIhc6iDTBqcSiF1m,USD,1.23,PendingCredit,USD,1.23,0.00,,,,,,,,,,
