Market Place,Account Holder,Account,Psp Reference,Payment Psp Reference,Payment Merchant Reference,Capture Psp Reference,Capture Merchant Reference,Payout Psp Reference,Chargeback Psp Reference,Booking Date,TimeZone,Description,Main Currency,Main Amount,Record Type,Balance Currency,Pending (BC),Balance (BC),Exchange Rate,Bank account details,US State,Refund terms,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,8017094675800815,,,,,8017094675800815,,2024-03-03 04:06:21,PST,AffiniPayLLC payout,USD,-431.05,Payout,USD,0.00,-431.05,,"{""accountNumber"":""1000000001"",""accountType"":""CHECKING"",""bankAccountUUID"":""1b90cf9b-64eb-49e9-a709-c5784c63b8be"",""branchCode"":""111900659"",""countryCode"":""US"",""ownerCity"":""PASSED"",""ownerCountryCode"":""US"",""ownerName"":""Gateway Test Suite"",""ownerPostalCode"":""78746"",""ownerState"":""TX"",""ownerStreet"":""N Capital of TX Hwy"",""taxId"":""100000001""}",TX,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,M6QKVTFL38N9TQ82,PZPDT6G5SQHG5S82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2Y4G2hyqg3ZrZoGV2OLXnu,WM2P2B2CC9XSTRT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6kWijg9NSAou97rO8pXGtn,,,2024-03-03 08:43:14,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6kWijg9NSAou97rO8pXGtn,USD,-1.50,PendingDebit,USD,-1.50,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8017094862500285,,,,,,,2024-03-03 09:17:30,PST,AffiniPayLLCMP1 - 2528,USD,-0.03,Fee,USD,0.00,-0.03,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,M6QKVTFL38N9TQ82,PZPDT6G5SQHG5S82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2Y4G2hyqg3ZrZoGV2OLXnu,WM2P2B2CC9XSTRT5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6kWijg9NSAou97rO8pXGtn,,,2024-03-03 09:17:36,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6kWijg9NSAou97rO8pXGtn,USD,-1.50,Debited,USD,1.50,-1.50,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,RHC7VKGL38N9TQ82,HDZR9JXX45BLNK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3jVBvj5k6viWfKYT7vpVyS,HVMVGTVMP2DWHST5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4RYkLtHWzxacD5eScAenjd,,,2024-03-03 09:24:11,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4RYkLtHWzxacD5eScAenjd,USD,-1.50,PendingDebit,USD,-1.50,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8017094897970313,,,,,,,2024-03-03 10:16:37,PST,AffiniPayLLCMP1 - 2529,USD,-0.03,Fee,USD,0.00,-0.03,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,RHC7VKGL38N9TQ82,HDZR9JXX45BLNK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3jVBvj5k6viWfKYT7vpVyS,HVMVGTVMP2DWHST5,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4RYkLtHWzxacD5eScAenjd,,,2024-03-03 10:16:48,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4RYkLtHWzxacD5eScAenjd,USD,-1.50,Debited,USD,1.50,-1.50,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095119330156,,,,,,,2024-03-03 16:25:34,PST,Transfer from the account 141562167 to the account 8817095119266697,USD,-100.00,FundTransfer,USD,0.00,-100.00,,,,,,,,,,
AffiniPayLLC,2Onr6ayywLDbv5HKhJYA2D-7kCiTskLnbzNp5yGN4xpqt,8817095119266697,8617095119330156,,,,,,,2024-03-03 16:25:34,PST,Transfer from the account 141562167 to the account 8817095119266697,USD,100.00,FundTransfer,USD,0.00,100.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,LFRMQ2QL38N9TQ82,HC33XJCXZ8NKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5KwhenMP6QrIxzgBylPwE4,MNBJQCQ363LWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5KwhenMP6QrIxzgBylPwE4-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5KwhenMP6QrIxzgBylPwE4-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,QGRMQ2QL38N9TQ82,HC33XJCXZ8NKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5KwhenMP6QrIxzgBylPwE4,PXGP9G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-011vurbRTrMQUwdtVSggdm,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-011vurbRTrMQUwdtVSggdm,USD,-122.45,PendingDebit,USD,-122.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,BHRMQ2QL38N9TQ82,SDXQ97HV5HNG5S82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1HFFGD59hNpvxEyfg0dsUM,D8XR8G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1HFFGD59hNpvxEyfg0dsUM-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1HFFGD59hNpvxEyfg0dsUM-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,ZKRMQ2QL38N9TQ82,D985J6DZWV5X8N82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5MzHro0A4IOVtridaqJdCZ,XQ7434NHBQG5HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5MzHro0A4IOVtridaqJdCZ-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5MzHro0A4IOVtridaqJdCZ-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,HJRMQ2QL38N9TQ82,BNXB7QLJT3RZNN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0tPYyGpGZNfyDB5yHQNzBa,K99GM2GPVKF4QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2VooUOU4HcqVxVgTGhZoIU,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2VooUOU4HcqVxVgTGhZoIU,USD,-122.45,PendingDebit,USD,-122.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,WHRMQ2QL38N9TQ82,BNXB7QLJT3RZNN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0tPYyGpGZNfyDB5yHQNzBa,ZJP89G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0tPYyGpGZNfyDB5yHQNzBa-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0tPYyGpGZNfyDB5yHQNzBa-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,B2NMQ2QL38N9TQ82,KLP9HWT4PVTFWR82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4gHGsT2kiFXrMCmL00YqrX,M2X9QCQ363LWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4gHGsT2kiFXrMCmL00YqrX-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4gHGsT2kiFXrMCmL00YqrX-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,SSWPSW928WK7C782,CVPBFGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2SYAmFE2kNB4gBuX1nDdt4,NXRCN2GPVKF4QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2SYAmFE2kNB4gBuX1nDdt4-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2SYAmFE2kNB4gBuX1nDdt4-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,DTWPSW928WK7C782,Z83QCGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-19u5ZYdmkaSo18DGbddq92,HHKK8G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-19u5ZYdmkaSo18DGbddq92-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-19u5ZYdmkaSo18DGbddq92-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,TVWPSW928WK7C782,PFJSBGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2sTgzF004j7OFstOuMdIFJ,QP2N7G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2sTgzF004j7OFstOuMdIFJ-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2sTgzF004j7OFstOuMdIFJ-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,PWWPSW928WK7C782,Z83QCGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-19u5ZYdmkaSo18DGbddq92,RCFDPCQ363LWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-24z5iXeJq4HRRmS9lYEQA3,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-24z5iXeJq4HRRmS9lYEQA3,USD,-122.45,PendingDebit,USD,-122.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,KVWPSW928WK7C782,KLP9HWT4PVTFWR82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4gHGsT2kiFXrMCmL00YqrX,JNVN44NHBQG5HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3Uz71fsNvqioDmfbNBOw6O,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3Uz71fsNvqioDmfbNBOw6O,USD,-122.45,PendingDebit,USD,-122.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,ZTWPSW928WK7C782,J3G9XJCXZ8NKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4xNuHdWgYiCnjdd4ZowUfL,WMTW9G49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4xNuHdWgYiCnjdd4ZowUfL-capture,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4xNuHdWgYiCnjdd4ZowUfL-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,MXWPSW928WK7C782,SDXQ97HV5HNG5S82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-1HFFGD59hNpvxEyfg0dsUM,Q85844NHBQG5HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2zRyxF3VyuD3bpgrMUCoZq,,,2024-03-03 16:32:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2zRyxF3VyuD3bpgrMUCoZq,USD,-122.45,PendingDebit,USD,-122.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,XZQ9V2QL38N9TQ82,TSTZFGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2oP2cKOjdGxZlZplEpsTHX,ZRZLBG49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2oP2cKOjdGxZlZplEpsTHX-capture,,,2024-03-03 16:32:24,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2oP2cKOjdGxZlZplEpsTHX-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,C3R9V2QL38N9TQ82,LJ88GGZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-00X4T2e8xrDpJl1Z2s524R,TGDTBG49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-00X4T2e8xrDpJl1Z2s524R-capture,,,2024-03-03 16:32:24,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-00X4T2e8xrDpJl1Z2s524R-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,DXWCXW928WK7C782,B4BML6DZWV5X8N82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6Mwg2NwzZSBlRjPXM7ymIn,HDFL54NHBQG5HW65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6Mwg2NwzZSBlRjPXM7ymIn-capture,,,2024-03-03 16:32:24,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6Mwg2NwzZSBlRjPXM7ymIn-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,LZWCXW928WK7C782,MQNTL6DZWV5X8N82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36kg0rh8Dfs8QFsGx37VK4,NJNDH89ZBPCSKK65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36kg0rh8Dfs8QFsGx37VK4-capture,,,2024-03-03 16:32:24,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-36kg0rh8Dfs8QFsGx37VK4-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,L6WXV2QL38N9TQ82,GNFJVBW355BLNK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5fDSqz0e5VqKJPm0HwdAfJ,NDM2FX2MF45JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5fDSqz0e5VqKJPm0HwdAfJ-capture,,,2024-03-03 16:32:27,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5fDSqz0e5VqKJPm0HwdAfJ-capture,USD,99.17,PendingCredit,USD,99.17,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,T2GV7X928WK7C782,KTBCDKCXZ8NKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2Hw8EAiadpvDg7tCd8wbQ1,HR32W89ZBPCSKK65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2Hw8EAiadpvDg7tCd8wbQ1-capture,,,2024-03-03 16:32:57,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2Hw8EAiadpvDg7tCd8wbQ1-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,N9FB83QL38N9TQ82,WQ3XG3FLCZSKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3gKFb5GSmUoNkHBncqfzbS,T8XK6KHC8BL4QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3gKFb5GSmUoNkHBncqfzbS-capture,,,2024-03-03 16:33:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3gKFb5GSmUoNkHBncqfzbS-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,S9JDBX928WK7C782,KBKHM8N67SWZNN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3nx9nJHhgeqZM1bgmh3YRN,GSMBVS45PVD5XM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3nx9nJHhgeqZM1bgmh3YRN-capture,,,2024-03-03 16:33:08,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3nx9nJHhgeqZM1bgmh3YRN-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,DK5XGX928WK7C782,L9NJHKCXZ8NKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6hhNykES0rktbAnscQYMHR,HLZXSG49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6hhNykES0rktbAnscQYMHR-capture,,,2024-03-03 16:33:28,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-6hhNykES0rktbAnscQYMHR-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,K583J3QL38N9TQ82,QDF5L3FLCZSKGK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4e1orjWgXRsDlNfQNXdIEB,TBNZ9KHC8BL4QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4e1orjWgXRsDlNfQNXdIEB-capture,,,2024-03-03 16:33:42,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-4e1orjWgXRsDlNfQNXdIEB-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,VHC5LX928WK7C782,L48NGC2DSKMLNK82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5nCoeFwm0a6KxHKec31eMP,G7M7GVRPHRQWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5nCoeFwm0a6KxHKec31eMP-capture,,,2024-03-03 16:33:42,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5nCoeFwm0a6KxHKec31eMP-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,M7QCLX928WK7C782,FLZC5HZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2MYtGkJ79CLuZ5dTXRo6zN,QDDZZG49RS9JFH65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2MYtGkJ79CLuZ5dTXRo6zN-capture,,,2024-03-03 16:33:43,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-2MYtGkJ79CLuZ5dTXRo6zN-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,H8QCLX928WK7C782,SCPKS28BBNK2WN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3puAxW8AU2uTTwXJt7OgLK,PMLP8C3HC685XM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3puAxW8AU2uTTwXJt7OgLK-capture,,,2024-03-03 16:33:43,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-3puAxW8AU2uTTwXJt7OgLK-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,P3LWM3QL38N9TQ82,B4HW9HZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UTaZB7fVtkJHS2rvtS4A1,BJWXJ3GPVKF4QM65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UTaZB7fVtkJHS2rvtS4A1-capture,,,2024-03-03 16:33:59,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-5UTaZB7fVtkJHS2rvtS4A1-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,M4LWM3QL38N9TQ82,V26FF7DZWV5X8N82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0iLk8q9OVTtcx88fT8QU4C,XB6RKDQ363LWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0iLk8q9OVTtcx88fT8QU4C-capture,,,2024-03-03 16:33:59,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-0iLk8q9OVTtcx88fT8QU4C-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,R7BCR3QL38N9TQ82,SL5JCHZQDHXXGN82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-7g43D6CjmDPEsQjEFyrOwl,CXN5F99ZBPCSKK65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-7g43D6CjmDPEsQjEFyrOwl-capture,,,2024-03-03 16:34:14,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-7g43D6CjmDPEsQjEFyrOwl-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP,8516348271525994,NLFFTX928WK7C782,BBKJHXT4PVTFWR82,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-77w8dC7STvC3s6bJMw4k0i,F66KQDQ363LWFL65,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-77w8dC7STvC3s6bJMw4k0i-capture,,,2024-03-03 16:34:14,PST,76ccSRjOJyM5tDsBq7eKzo-3Fnn1x5KNetYZVB9TaETEP-77w8dC7STvC3s6bJMw4k0i-capture,USD,123.45,PendingCredit,USD,123.45,0.00,,,,,,,,,,
AffiniPayLLC,LiableAccountHolderAffiniPayLLC,141562167,8617095131276015,,balance-adjustment-4QnwxlWQog2uEKPiWR9oKn-0SpjzYsKIHAWANd28GiCiM,,,,,2024-03-03 16:45:28,PST,Transfer from the account 141562167 to the account 8617095131113119,USD,-1.00,FundTransfer,USD,0.00,-1.00,,,,,,,,,,
